answer_en,question_en,context,context_data
Fear - Hunger - Lack of money - Death - Disease - Destruction of crops. And the evidence: 'And We will certainly put you to test with fear and hunger and loss of property and lives and crops. But give glad tidings to the steadfast.' (2:155) - The Cow.,Recite some of the trials that Allah (Exalted is He) has put the believers through.,"Quran Surah 2 Ayah 155:
And We Will Most Certainly Test You Somewhat By Means Of Fear And Hunger And Certain Loss Of Wealth And Lives And Fruits. And, (O Beloved,) Give Glad Tidings To Those Who Observe Patience.","[{""index"": 25, ""q_src_id"": 26, ""surah"": 2, ""ayah"": 155, ""ayah_en"": ""And We Will Most Certainly Test You Somewhat By Means Of Fear And Hunger And Certain Loss Of Wealth And Lives And Fruits. And, (O Beloved,) Give Glad Tidings To Those Who Observe Patience.""}]"
"God has forbidden for you the carrion, blood, pork, and that which is slaughtered in the name of other than Allah. And for one who is forced [to eat these] without being willful or transgressing, there is no sin upon him. Indeed, Allah is Forgiving and Merciful.",What are the foods that Allah (SWT) has forbidden for people?,"Quran Surah 2 Ayah 173:
He Has Made Unlawful For You Only The Dead Animals And Blood And The Flesh Of Swine And The Animal Over Which, Whilst Sacrificing, The Name Of Someone Other Than Allah Has Been Invoked. But He Who Is Forced By Necessity And Is Neither Disobedient Nor Transgressing Will Not Incur Any Sin On Himself (If He Eats That Much Which Is Required To Survive). Allah Is, Indeed, Most Forgiving, Ever-Merciful.","[{""index"": 26, ""q_src_id"": 27, ""surah"": 2, ""ayah"": 173, ""ayah_en"": ""He Has Made Unlawful For You Only The Dead Animals And Blood And The Flesh Of Swine And The Animal Over Which, Whilst Sacrificing, The Name Of Someone Other Than Allah Has Been Invoked. But He Who Is Forced By Necessity And Is Neither Disobedient Nor Transgressing Will Not Incur Any Sin On Himself (If He Eats That Much Which Is Required To Survive). Allah Is, Indeed, Most Forgiving, Ever-Merciful.""}]"
"O you who believe, the law of equality is prescribed to you in cases of murder: the free for the free, the slave for the slave, and the female for the female. But if any remission is made by the next of kin, an equitable compensation should be made. This is an alleviation from your Lord and a mercy. But if anyone transgresses after this, he shall have a painful punishment. And there is for you in the law of equality life-saving, O you who understand, that you may become righteous.",Can you remind me of the evidence regarding (Qisas in Qatli)?,"Quran Surah 2 Ayah 178:
O Believers! Retribution (The Law Of Equality In Punishment) Is Prescribed For You In The Case Of Those Who Are Unjustly Slain: A Free Man For A Free Man, A Slave For A Slave And A Woman For A Woman. Then, If He (The Murderer) Is Granted Some Remission (In Retribution) By His Brother (The Victim’S Heir), That Should Be Executed Fairly According To The Law, And (Retribution) Should Be Paid (To The Heirs Of The Slain) In A Graceful Manner. This Is A Concession And Kindness From Your Lord. So, Anyone Who Transgresses After That, There Is Painful Torment For Him.

Quran Surah 2 Ayah 179:
And There Is A (Guarantee Of) Life For You In Retribution (I.E., Vengeance Of Murder), O Wise People, So That You May Guard (Against Bloodshed And Destruction).","[{""index"": 27, ""q_src_id"": 28, ""surah"": 2, ""ayah"": 178, ""ayah_en"": ""O Believers! Retribution (The Law Of Equality In Punishment) Is Prescribed For You In The Case Of Those Who Are Unjustly Slain: A Free Man For A Free Man, A Slave For A Slave And A Woman For A Woman. Then, If He (The Murderer) Is Granted Some Remission (In Retribution) By His Brother (The Victim\u2019S Heir), That Should Be Executed Fairly According To The Law, And (Retribution) Should Be Paid (To The Heirs Of The Slain) In A Graceful Manner. This Is A Concession And Kindness From Your Lord. So, Anyone Who Transgresses After That, There Is Painful Torment For Him.""}, {""index"": 27, ""q_src_id"": 28, ""surah"": 2, ""ayah"": 179, ""ayah_en"": ""And There Is A (Guarantee Of) Life For You In Retribution (I.E., Vengeance Of Murder), O Wise People, So That You May Guard (Against Bloodshed And Destruction).""}]"
"Yes, and the evidence is: 'O you who believe, fasting is prescribed for you as it was prescribed for those before you, so that you may become righteous.' (2:183)","Did Allah, the Exalted, ordain fasting upon the previous nations for us?","Quran Surah 2 Ayah 183:
O Believers! Fasting Is Prescribed For You As It Was Prescribed For The People Before You So That You May Become Pious.","[{""index"": 28, ""q_src_id"": 29, ""surah"": 2, ""ayah"": 183, ""ayah_en"": ""O Believers! Fasting Is Prescribed For You As It Was Prescribed For The People Before You So That You May Become Pious.""}]"
"And for those who are ill or on a journey, the prescribed number of other days [to compensate for fasting missed] is Allah's ordinance. Allah is All-Knowing, All-Wise.",Who are the people allowed to fast during the month of Ramadan?,"Quran Surah 2 Ayah 184:
(These Are) A Fixed Number Of Days. So, Whoever Amongst You Is Ill Or On A Journey, Then He Shall Complete Fasting For The Fixed Number By (Fasting On) Other Days. But Those Who Are Not Able To Fast, It Is Obligatory On Them To Provide Food For A Needy Person In Lieu Of That. But Whoever Does (Greater) Good Seeking Pleasure, That Is Better For Him. And Your Fasting Is Better For You If You Understand.","[{""index"": 29, ""q_src_id"": 30, ""surah"": 2, ""ayah"": 184, ""ayah_en"": ""(These Are) A Fixed Number Of Days. So, Whoever Amongst You Is Ill Or On A Journey, Then He Shall Complete Fasting For The Fixed Number By (Fasting On) Other Days. But Those Who Are Not Able To Fast, It Is Obligatory On Them To Provide Food For A Needy Person In Lieu Of That. But Whoever Does (Greater) Good Seeking Pleasure, That Is Better For Him. And Your Fasting Is Better For You If You Understand.""}]"
"In the month of Ramadan. The evidence is: 'The month of Ramadan, in which the Quran was sent down as a guidance to the people and clear proofs of guidance and a criterion. So whoever is present at the month of Ramadan, he shall fast it. And whoever is ill or on a journey, the same number of other days [to make up]. Allah intends for you ease and does not intend for you hardship and [wants] to complete the period and to exalt Allah [in His] having guided you, and perhaps you will be grateful.' (2:185)",nan,"Quran Surah 2 Ayah 185:
The Month Of Ramadan (Is The Month) In Which The Qur’An Has Been Sent Down As Guidance For Mankind Containing Clear Signs Which Lead (To The Straight Road) And Distinguishing (The Truth From Falsehood). Therefore, He Who Witnesses This Month Must Fast It, And He Who Is Ill Or On A Journey Should Complete The Count By (Fasting On Equal Number Of) Other Days. Allah Desires Ease For You And Does Not Desire Hardship For You So That You Complete The Prescribed Number Of Fasting Days, And That You Glorify Him For The Guidance Which He Has Blessed You With, And That You May Become Grateful.","[{""index"": 30, ""q_src_id"": 31, ""surah"": 2, ""ayah"": 185, ""ayah_en"": ""The Month Of Ramadan (Is The Month) In Which The Qur\u2019An Has Been Sent Down As Guidance For Mankind Containing Clear Signs Which Lead (To The Straight Road) And Distinguishing (The Truth From Falsehood). Therefore, He Who Witnesses This Month Must Fast It, And He Who Is Ill Or On A Journey Should Complete The Count By (Fasting On Equal Number Of) Other Days. Allah Desires Ease For You And Does Not Desire Hardship For You So That You Complete The Prescribed Number Of Fasting Days, And That You Glorify Him For The Guidance Which He Has Blessed You With, And That You May Become Grateful.""}]"
"Yes, it is obligatory for Muslims to fight in the sacred months if they are attacked. The evidence for this is: 'The sacred month is for the sacred month, and the sacred things are to be repaid in kind. So if anyone attacks you, attack him in the same way that he attacked you, and be mindful of Allah, and know that Allah is with those who are mindful of Him.' (Quran 2:194)","God has sanctified fighting during the sacred months of Rajab, Dhu al-Qi'dah, Dhu al-Hijjah, and Muharram. However, if Muslims are attacked during these months, should they fight back or not? What is the evidence for this?","Quran Surah 2 Ayah 194:
A Sacred Month Is The Requital Of A Sacred Month, And (Other) Sacred Things Also Requite One Another. So If Someone Wrongs You, You May Also Respond In Kind But Proportional To His Offence. And Fear Allah. And Remember That Allah Is With Those Who Fear Him.","[{""index"": 31, ""q_src_id"": 32, ""surah"": 2, ""ayah"": 194, ""ayah_en"": ""A Sacred Month Is The Requital Of A Sacred Month, And (Other) Sacred Things Also Requite One Another. So If Someone Wrongs You, You May Also Respond In Kind But Proportional To His Offence. And Fear Allah. And Remember That Allah Is With Those Who Fear Him.""}]"
"Then depart from where the people have departed, and seek forgiveness from Allah. Indeed, Allah is Forgiving and Merciful.","What verse indicates that the Quraysh used to stand at Muzdalifah instead of Arafat, raising the stand with the people on the day of Hajj, and Allah revealed something to guide them to stand with the people at Arafat?","Quran Surah 2 Ayah 199:
Then Return After Going To That Very Place From Where (The Other) People Return. And (Earnestly) Beg Forgiveness From Allah. Allah Is, Of Course, Most Forgiving, Ever-Merciful.","[{""index"": 32, ""q_src_id"": 33, ""surah"": 2, ""ayah"": 199, ""ayah_en"": ""Then Return After Going To That Very Place From Where (The Other) People Return. And (Earnestly) Beg Forgiveness From Allah. Allah Is, Of Course, Most Forgiving, Ever-Merciful.""}]"
"And among people are those who spend freely for the sake of Allah's pleasure, and Allah is most kind to His servants.","What is the verse that was revealed regarding Saib bin Umayr (Saib al-Rumi) when he was harmed by the disbelievers, causing him to migrate to Medina and leave behind his wealth?","Quran Surah 2 Ayah 207:
And (On The Contrary) Amongst People There Is Also Someone Who Sells Even His Life To Attain The Pleasure Of Allah. And Allah Is Most Kind To The Servants.","[{""index"": 33, ""q_src_id"": 34, ""surah"": 2, ""ayah"": 207, ""ayah_en"": ""And (On The Contrary) Amongst People There Is Also Someone Who Sells Even His Life To Attain The Pleasure Of Allah. And Allah Is Most Kind To The Servants.""}]"
"They ask you about menstruation. Say, 'It is a harm. So, avoid sexual relations during menstruation and do not approach them until they are clean. Then, when they are clean, you may approach them from where Allah has permitted you.' Indeed, Allah loves those who repent and those who purify themselves.",Is it permissible for a man to approach his wife during her menstrual period? Please recall the verse that indicates this.,"Quran Surah 2 Ayah 222:
And They Ask You About Menstruation. Say: ‘It Is Filth; So Keep Away From Women During Menstruation And Do Not Approach Them Until They Become Pure. And When They Have Washed Themselves Clean, Consort With Them The Way By Which Allah Has Permitted You.’ Undoubtedly, Allah Loves Those Who Repent Much, And He Loves Those Who Keep Themselves Thoroughly Pure And Clean.","[{""index"": 34, ""q_src_id"": 35, ""surah"": 2, ""ayah"": 222, ""ayah_en"": ""And They Ask You About Menstruation. Say: \u2018It Is Filth; So Keep Away From Women During Menstruation And Do Not Approach Them Until They Become Pure. And When They Have Washed Themselves Clean, Consort With Them The Way By Which Allah Has Permitted You.\u2019 Undoubtedly, Allah Loves Those Who Repent Much, And He Loves Those Who Keep Themselves Thoroughly Pure And Clean.""}]"
"God will not hold us accountable for oaths that slip out unintentionally, but He will hold us accountable for what our hearts have intended.","Will Allah (SWT) hold us accountable if we unintentionally swear falsely, for example, saying 'By Allah' or 'Yes, by Allah'? And what does Allah (SWT) hold us accountable for?","Quran Surah 2 Ayah 225:
Allah Will Not Hold You Accountable For Your Vain Oaths, But Will Take You To Task For The Oaths Taken With Serious Intention In Your Hearts. And Allah Is Most Forgiving, Most Forbearing.","[{""index"": 35, ""q_src_id"": 36, ""surah"": 2, ""ayah"": 225, ""ayah_en"": ""Allah Will Not Hold You Accountable For Your Vain Oaths, But Will Take You To Task For The Oaths Taken With Serious Intention In Your Hearts. And Allah Is Most Forgiving, Most Forbearing.""}]"
"Three menstrual periods (or three months) is the waiting period for divorcees. The evidence is: 'And the divorced women should wait for three menstrual periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back during this period if they desire reconciliation. And the rights of men are equal to the rights of women according to what is fair. And men have a degree over them [in responsibility and authority]. And Allah is Mighty and Wise.' (Qur'an 2:228)",What is the waiting period for a divorcee?,"Quran Surah 2 Ayah 228:
And The Divorced Women Shall Hold Themselves Back Till Three Menstrual Cycles. And It Is Not Lawful For Them To Conceal What Allah May Have Created In Their Wombs If They Believe In Allah And The Last Day. And During This Period, Their Husbands Have A Greater Right To Take Them Back (Again) Into Conjugal Bond, Provided They Intend To Reconcile. And, According To Usage, Women Too Have Rights Over Men Similar To The Rights Of Men Over Women. Men, However, Have An Advantage Over Them. And Allah Is All-Mighty, Most Wise.","[{""index"": 36, ""q_src_id"": 37, ""surah"": 2, ""ayah"": 228, ""ayah_en"": ""And The Divorced Women Shall Hold Themselves Back Till Three Menstrual Cycles. And It Is Not Lawful For Them To Conceal What Allah May Have Created In Their Wombs If They Believe In Allah And The Last Day. And During This Period, Their Husbands Have A Greater Right To Take Them Back (Again) Into Conjugal Bond, Provided They Intend To Reconcile. And, According To Usage, Women Too Have Rights Over Men Similar To The Rights Of Men Over Women. Men, However, Have An Advantage Over Them. And Allah Is All-Mighty, Most Wise.""}]"
